17,14,11,9,8,5,3,2,2,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,4,5,6,8,10,14,28,31,33,35,36,37,38,38,39,39,39,39,39,39,38,38,38,37,37,36,35,34,34,33,32,31,29,27,25,22,11,9,7,6,6,5,5,5,4,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5,6,8,18,20,22,23,24,25,26,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,27,27,26,26,25,25,24,23,22,20,19,18,16,13,-3,-3,-2,-1,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-2,-2,-2,-3,-2,-2,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,100,86,86,95,94,73,101,59,48,50,65,107,65
14,12,10,9,7,5,4,3,2,2,1,1,1,0,0,0,0,0,1,1,2,2,3,4,5,6,8,10,13,17,18,29,31,33,34,35,36,36,37,38,38,38,39,39,39,39,39,39,39,38,38,38,38,37,36,35,34,32,30,26,13,10,8,7,6,5,5,4,4,3,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,6,8,9,12,17,19,21,22,23,24,25,25,26,26,27,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,26,25,24,23,22,18,-2,-2,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,11,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-4,-3,-2,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,133,102,101,125,108,63,110,88,68,60,76,125,77
13,10,9,7,5,4,3,2,2,1,1,0,0,0,0,0,1,1,1,2,2,3,4,5,6,7,9,10,12,16,18,21,26,29,31,33,34,35,36,37,37,38,38,38,39,39,39,39,39,38,38,38,37,36,35,34,32,30,27,23,11,9,7,6,5,4,4,3,3,2,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,6,7,8,9,11,14,15,18,20,21,22,23,24,25,25,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,25,24,23,22,21,18,-3,-2,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,3,4,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-3,-4,-2,-2,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,56,48,48,53,76,63,49,38,32,30,33,45,64
13,10,8,6,5,4,3,2,1,1,1,0,0,0,0,0,1,1,1,2,3,4,5,6,7,9,10,12,14,19,19,24,26,29,31,32,33,35,35,36,37,38,38,39,39,39,39,39,39,39,39,38,38,37,37,36,34,33,31,27,11,8,7,6,5,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,4,4,5,6,7,7,9,10,11,13,15,18,19,20,21,22,23,24,24,25,26,26,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,25,25,24,22,20,-3,-2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,5,5,3,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-3,-4,-3,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,84,62,62,76,100,61,71,52,52,48,49,72,71
11,9,8,8,7,6,5,4,4,4,3,2,1,1,1,0,0,0,0,1,1,2,2,3,5,6,8,10,13,18,24,28,30,31,33,34,35,36,36,37,38,38,38,39,39,39,39,39,38,38,38,38,37,36,35,35,33,31,29,25,15,12,11,10,7,6,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,4,5,6,7,9,10,13,18,20,22,23,23,24,25,25,26,26,27,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,26,25,25,23,22,21,17,-2,-1,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,5,4,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-2,-2,-3,-4,-3,-2,-1,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,145,129,124,158,103,56,113,127,83,83,119,118,68
13,11,8,6,5,4,3,2,2,1,1,0,0,0,0,0,0,1,1,2,2,3,4,5,6,7,9,10,13,17,21,25,27,28,29,30,32,34,35,36,37,37,38,38,39,39,39,39,39,39,39,38,38,37,36,35,34,32,29,25,11,9,7,6,5,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,5,6,6,7,7,8,9,10,12,14,16,18,20,21,22,23,24,25,25,26,27,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,24,23,22,20,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,4,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-4,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,76,76,82,99,64,94,54,43,48,58,84,66
16,13,10,9,7,6,6,5,4,4,3,2,2,1,1,0,0,0,0,1,1,2,3,4,5,7,8,10,12,16,22,24,25,30,32,33,35,35,36,37,37,38,38,38,38,39,39,39,39,39,38,38,38,37,36,35,34,33,30,27,15,13,11,10,8,7,5,4,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,4,4,5,6,6,8,9,11,15,18,20,21,22,23,24,24,25,26,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,27,27,27,26,25,24,23,22,19,-3,-3,-2,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,2,1,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,118,94,93,104,111,52,105,81,59,61,62,114,69
18,15,13,11,9,8,7,5,5,4,3,2,1,1,0,0,0,0,0,0,1,1,2,3,4,5,6,8,11,14,24,28,30,31,33,34,35,36,36,37,37,38,38,38,39,39,39,39,39,38,38,38,37,36,35,34,32,31,28,25,14,12,11,10,9,7,7,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,4,5,6,7,9,11,14,19,21,22,23,24,25,26,26,27,27,27,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,27,27,27,26,25,25,24,23,22,21,18,-3,-2,-2,-2,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-3,-3,-2,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,101,80,79,88,111,58,92,59,57,55,57,100,66
13,10,7,6,5,4,3,2,2,1,1,1,0,0,0,0,0,1,1,2,2,3,4,5,6,7,9,10,13,17,20,23,26,29,30,32,33,34,35,36,37,37,38,38,39,39,39,39,39,39,38,38,37,37,36,35,34,32,30,26,12,9,7,6,5,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,4,5,5,6,7,8,9,10,12,14,16,18,20,21,22,23,24,25,25,26,27,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,26,25,24,23,21,19,-3,-3,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-3,-4,-3,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,99,90,90,97,106,63,109,66,50,52,63,107,64
6,5,4,3,3,3,2,2,1,1,0,0,0,0,1,1,2,2,2,3,3,3,4,5,6,7,8,9,12,15,10,17,24,28,30,31,33,34,35,36,36,37,38,38,38,38,39,39,39,38,38,37,37,36,35,34,33,31,28,24,10,8,6,3,2,1,0,0,0,0,0,1,2,2,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,5,6,6,7,8,9,11,12,16,13,15,18,21,22,23,24,25,26,27,27,27,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,24,23,22,20,18,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,7,7,5,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-4,-2,-2,-2,-2,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,4,2,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,161,115,106,152,104,65,129,100,86,86,99,108,56
